Dependency metrics,Qua, 13 dez 2017 11:01:24 BRST
Class,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"org.argouml.xml.DTDEntityResolver",0,0,0,0,0
"org.argouml.xml.NodeRealizerAdapter",0,0,0,0,0
"org.argouml.xml.SAXParserBase",0,0,0,1,1
"org.argouml.xml.XMLElement",0,0,0,1,1
"org.argouml.xml.XMLRealizer",0,0,0,0,0
"org.argouml.xml.XMLTokenTableBase",0,0,0,1,1
"org.argouml.xml.argo.ArgoParser",0,3,5,0,0
"org.argouml.xml.argo.ArgoTokenTable",0,1,1,0,0
"org.argouml.xml.pgml.PGMLParser",0,0,0,1,1
"org.argouml.xml.xmi.XMIParser",2,1,2,2,73

Interface,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"org.argouml.application.api.ArgoEventListener",0,0,0,0,0
"org.argouml.application.api.ArgoModule",0,0,0,0,0
"org.argouml.application.api.ArgoSingletonModule",0,0,0,0,0
"org.argouml.application.api.ConfigurationKey",0,0,0,0,0
"org.argouml.application.api.NotationContext",0,0,0,0,0
"org.argouml.application.api.NotationName",0,0,0,0,0
"org.argouml.application.api.NotationProvider",0,0,0,0,0
"org.argouml.application.api.Pluggable",0,0,0,0,0
"org.argouml.application.api.PluggableCritic",0,0,0,0,0
"org.argouml.application.api.PluggableDiagram",0,0,0,0,0
"org.argouml.application.api.PluggableMenu",0,0,0,0,0
"org.argouml.application.api.PluggableModule",0,0,0,0,0
"org.argouml.application.api.PluggableNotation",0,0,0,0,0
"org.argouml.application.api.PluggablePropertyPanel",0,0,0,0,0
"org.argouml.application.api.PluggableResourceBundle",0,0,0,0,0
"org.argouml.application.api.PluggableSettingsTab",0,0,0,0,0
"org.argouml.application.api.QuadrantPanel",0,0,0,0,0
"org.argouml.application.api.SettingsTabPanel",0,0,0,0,0
"org.argouml.application.events.ArgoEventTypes",0,0,0,0,0
"org.argouml.application.events.ArgoModuleEventListener",0,0,0,0,0
"org.argouml.application.events.ArgoNotationEventListener",0,0,0,0,0
"org.argouml.cognitive.Poster",0,0,0,0,0
"org.argouml.cognitive.ToDoListListener",0,0,0,0,0
"org.argouml.cognitive.ui.TabToDoTarget",0,0,0,0,0
"org.argouml.kernel.ArgoConstants",0,0,0,0,0
"org.argouml.kernel.DelayedVChangeListener",0,0,0,0,0
"org.argouml.kernel.HistoryListener",0,0,0,0,0
"org.argouml.language.java.generator.JavaTokenTypes",0,0,0,0,0
"org.argouml.ui.Clarifier",0,0,0,0,0
"org.argouml.ui.NavigationListener",0,0,0,0,0
"org.argouml.ui.TabFigTarget",0,0,0,0,0
"org.argouml.ui.TreeModelPrereqs",0,0,0,0,0
"org.argouml.uml.TableModelTarget",0,0,0,0,0
"org.argouml.uml.diagram.layout.LayoutedContainer",0,0,0,0,0
"org.argouml.uml.diagram.layout.LayoutedEdge",0,0,0,0,0
"org.argouml.uml.diagram.layout.LayoutedNode",0,0,0,0,0
"org.argouml.uml.diagram.layout.LayoutedObject",0,0,0,0,0
"org.argouml.uml.diagram.layout.Layouter",0,0,0,0,0
"org.argouml.uml.reveng.java.JavaTokenTypes",0,0,0,0,0
"org.argouml.uml.ui.TabModelTarget",0,0,0,0,0
"org.argouml.uml.ui.UMLUserInterfaceComponent",0,0,0,0,0
"org.argouml.uml.ui.UMLUserInterfaceContainer",0,0,0,0,0
"org.argouml.xml.NodeRealizer",0,0,0,0,0
"org.argouml.xml.RealizerFactory",0,0,0,0,0

Package,PDcy,PDpt
"",0,0
"argouml",0,0
"argouml.Images",0,0
"argouml.application",1,0
"argouml.application.api",0,0
"argouml.application.configuration",0,0
"argouml.application.events",0,0
"argouml.application.helpers",0,0
"argouml.application.modules",1,0
"argouml.application.notation",0,0
"argouml.application.security",0,2
"argouml.cognitive",0,1
"argouml.cognitive.checklist",0,0
"argouml.cognitive.checklist.ui",0,0
"argouml.cognitive.critics",0,0
"argouml.cognitive.critics.ui",0,0
"argouml.cognitive.ui",0,0
"argouml.kernel",1,6
"argouml.language",0,0
"argouml.language.helpers",0,0
"argouml.language.java",0,0
"argouml.language.java.cognitive",0,0
"argouml.language.java.cognitive.critics",0,0
"argouml.language.java.generator",1,0
"argouml.language.java.ui",0,0
"argouml.language.ui",0,0
"argouml.language.uml",0,0
"argouml.language.uml.generator",0,0
"argouml.ocl",1,3
"argouml.ocl.ui",0,0
"argouml.pattern",0,0
"argouml.pattern.cognitive",0,0
"argouml.pattern.cognitive.critics",0,0
"argouml.persistence",0,0
"argouml.resource",0,0
"argouml.ui",3,4
"argouml.uml",3,12
"argouml.uml.cognitive",0,0
"argouml.uml.cognitive.checklist",1,0
"argouml.uml.cognitive.critics",5,0
"argouml.uml.diagram",1,0
"argouml.uml.diagram.activity",0,0
"argouml.uml.diagram.activity.ui",0,0
"argouml.uml.diagram.collaboration",0,0
"argouml.uml.diagram.collaboration.ui",1,1
"argouml.uml.diagram.deployment",2,0
"argouml.uml.diagram.deployment.ui",0,1
"argouml.uml.diagram.layout",0,0
"argouml.uml.diagram.sequence",0,0
"argouml.uml.diagram.sequence.ui",1,1
"argouml.uml.diagram.state",1,0
"argouml.uml.diagram.state.ui",1,1
"argouml.uml.diagram.static_structure",2,0
"argouml.uml.diagram.static_structure.layout",0,0
"argouml.uml.diagram.static_structure.ui",0,1
"argouml.uml.diagram.ui",2,4
"argouml.uml.diagram.use_case",2,0
"argouml.uml.diagram.use_case.ui",0,1
"argouml.uml.generator",3,0
"argouml.uml.generator.ui",0,0
"argouml.uml.reveng",0,0
"argouml.uml.reveng.java",1,0
"argouml.uml.ui",2,1
"argouml.uml.ui.behavior",0,0
"argouml.uml.ui.behavior.activity_graphs",0,0
"argouml.uml.ui.behavior.collaborations",2,0
"argouml.uml.ui.behavior.common_behavior",1,0
"argouml.uml.ui.behavior.state_machines",3,0
"argouml.uml.ui.behavior.use_cases",0,0
"argouml.uml.ui.foundation",0,0
"argouml.uml.ui.foundation.core",1,3
"argouml.uml.ui.foundation.extension_mechanisms",0,0
"argouml.uml.ui.model_management",0,0
"argouml.util",0,0
"argouml.util.logging",0,0
"argouml.xml",0,1
"argouml.xml.argo",2,0
"argouml.xml.dtd",0,0
"argouml.xml.pgml",0,1
"argouml.xml.xmi",1,2

