Class,OCavg,WMC
"net.sourceforge.jvlt.os.MacOSController","1,00",2
"net.sourceforge.jvlt.os.MacOSController.MacAdapter","1,33",4
"net.sourceforge.jvlt.query.BitmaskQueryItem","2,00",6
"net.sourceforge.jvlt.query.BooleanQueryItem","2,33",7
"net.sourceforge.jvlt.query.CalendarQueryItem","2,50",10
"net.sourceforge.jvlt.query.ChoiceObjectArrayQueryItem","4,33",13
"net.sourceforge.jvlt.query.ChoiceQueryItem","4,67",14
"net.sourceforge.jvlt.query.ContainerQueryItem","1,75",7
"net.sourceforge.jvlt.query.EntryClassQueryItem","2,33",7
"net.sourceforge.jvlt.query.EntryFilter","1,33",8
"net.sourceforge.jvlt.query.NumberQueryItem","2,00",6
"net.sourceforge.jvlt.query.ObjectArrayQueryItem","2,80",14
"net.sourceforge.jvlt.query.ObjectQuery","1,50",21
"net.sourceforge.jvlt.query.ObjectQueryItem","1,36",15
"net.sourceforge.jvlt.query.SenseArrayQueryItem","3,00",15
"net.sourceforge.jvlt.query.SimpleEntryFilter","1,00",4
"net.sourceforge.jvlt.query.StringPairQueryItem","3,40",17
"net.sourceforge.jvlt.query.StringQueryItem","2,00",10
"net.sourceforge.jvlt.quiz.QueryResult","1,00",6
"net.sourceforge.jvlt.quiz.QuizDict","2,19",46
"net.sourceforge.jvlt.quiz.QuizInfo","1,00",10
"net.sourceforge.jvlt.tools.CSVImportTool","1,75",7
"net.sourceforge.jvlt.tools.JVLTUtils","3,89",35
"net.sourceforge.jvlt.tools.Line","1,50",3
"net.sourceforge.jvlt.tools.PropertiesFile","1,33",8
"net.sourceforge.jvlt.tools.ResourceBundleUtils","4,75",19
"net.sourceforge.jvlt.ui.AboutDialog","1,00",2
"net.sourceforge.jvlt.ui.AboutDialog.ActionEventHandler","2,00",2
"net.sourceforge.jvlt.ui.DictUpdater","2,00",4
"net.sourceforge.jvlt.ui.JVLTUI","3,46",142
"net.sourceforge.jvlt.ui.JVLTUI.AppendingErrorStream","1,00",2
"net.sourceforge.jvlt.ui.JVLTUI.ChangeHandler","2,00",2
"net.sourceforge.jvlt.ui.JVLTUI.EntryFilterListener","1,00",1
"net.sourceforge.jvlt.ui.JVLTUI.ExampleFilterListener","1,00",1
"net.sourceforge.jvlt.ui.OpenErrorDialog","1,20",6
"net.sourceforge.jvlt.ui.components.AttributeChoiceInputComponent","2,67",8
"net.sourceforge.jvlt.ui.components.AttributeChoiceListPanel","1,50",3
"net.sourceforge.jvlt.ui.components.AttributeSelectionPanel","1,00",1
"net.sourceforge.jvlt.ui.components.ButtonPanel","2,17",13
"net.sourceforge.jvlt.ui.components.ChoiceInputComponent","1,38",18
"net.sourceforge.jvlt.ui.components.ChoiceListPanel","1,14",8
"net.sourceforge.jvlt.ui.components.CustomTabbedPane","2,00",2
"net.sourceforge.jvlt.ui.components.CustomTextField","1,14",8
"net.sourceforge.jvlt.ui.components.CustomTextField.DocumentEventHandler","1,00",3
"net.sourceforge.jvlt.ui.components.DateChooser","2,00",12
"net.sourceforge.jvlt.ui.components.DateChooserButton","1,20",6
"net.sourceforge.jvlt.ui.components.FontChooserComboBox","1,20",6
"net.sourceforge.jvlt.ui.components.FontChooserComboBox.ActionHandler","4,00",4
"net.sourceforge.jvlt.ui.components.FontChooserComboBox.Model","3,67",11
"net.sourceforge.jvlt.ui.components.IndentedComboBox","1,00",4
"net.sourceforge.jvlt.ui.components.IndentedComboBox.IndentedComboBoxModel","1,23",16
"net.sourceforge.jvlt.ui.components.IndentedComboBox.IndentedComboBoxRenderer","2,00",2
"net.sourceforge.jvlt.ui.components.LabeledComboBox","1,20",12
"net.sourceforge.jvlt.ui.components.LabeledComboBox.DocumentEventHandler","1,00",3
"net.sourceforge.jvlt.ui.components.LabeledSpinner","1,00",4
"net.sourceforge.jvlt.ui.components.LanguageComboBox","2,00",6
"net.sourceforge.jvlt.ui.components.ListeningInputComponent","1,20",6
"net.sourceforge.jvlt.ui.components.ObjectListEditor","2,10",21
"net.sourceforge.jvlt.ui.components.ObjectListEditor.ActionHandler","2,00",2
"net.sourceforge.jvlt.ui.components.ObjectListPanel","1,78",16
"net.sourceforge.jvlt.ui.components.ObjectListPanel.ActionHandler","9,00",9
"net.sourceforge.jvlt.ui.components.ObjectListPanel.ChangeHandler","1,00",1
"net.sourceforge.jvlt.ui.components.ObjectListPanel.ListSelectionHandler","2,00",2
"net.sourceforge.jvlt.ui.components.ObjectMapEditorPanel","1,44",13
"net.sourceforge.jvlt.ui.components.ObjectMapEditorPanel.ActionHandler","5,00",5
"net.sourceforge.jvlt.ui.components.ObjectMapEditorPanel.ChangeHandler","1,00",1
"net.sourceforge.jvlt.ui.components.ObjectSelectionPanel","1,50",18
"net.sourceforge.jvlt.ui.components.ObjectSelectionPanel.ActionHandler","9,00",9
"net.sourceforge.jvlt.ui.components.ObjectSelectionPanel.ListSelectionHandler","2,00",2
"net.sourceforge.jvlt.ui.components.SortedComboBoxModel","1,50",15
"net.sourceforge.jvlt.ui.components.StringChooserModel","2,18",24
"net.sourceforge.jvlt.ui.components.StringChooserPanel","1,25",10
"net.sourceforge.jvlt.ui.components.StringChooserPanel.ActionHandler","3,00",3
"net.sourceforge.jvlt.ui.components.StringChooserPanel.ListSelectionHandler","2,00",2
"net.sourceforge.jvlt.ui.components.StringChooserPanel.TableModelHandler","1,00",1
"net.sourceforge.jvlt.ui.components.StringInputComponent","1,50",9
"net.sourceforge.jvlt.ui.components.StringListEditor","1,00",3
"net.sourceforge.jvlt.ui.components.StringListInputComponent","1,00",4
"net.sourceforge.jvlt.ui.components.TablePrinterPanel","1,00",3
"net.sourceforge.jvlt.ui.dialogs.AbstractDialog","1,93",27
"net.sourceforge.jvlt.ui.dialogs.Browser","1,00",4
"net.sourceforge.jvlt.ui.dialogs.Browser.ActionEventHandler","3,00",3
"net.sourceforge.jvlt.ui.dialogs.Browser.LinkFollower","2,00",2
"net.sourceforge.jvlt.ui.dialogs.BrowserDialog","1,00",1
"net.sourceforge.jvlt.ui.dialogs.CustomDialog","1,80",9
"net.sourceforge.jvlt.ui.dialogs.CustomDialog.ComponentReplacementHandler","1,00",1
"net.sourceforge.jvlt.ui.dialogs.CustomDialog.TooManyInstancesException",n/a,0
"net.sourceforge.jvlt.ui.dialogs.CustomDialogData","1,11",10
"net.sourceforge.jvlt.ui.dialogs.DictFileChooser","3,00",9
"net.sourceforge.jvlt.ui.dialogs.DictFileChooser.FileType","1,00",3
"net.sourceforge.jvlt.ui.dialogs.ErrorLogDialog","1,00",2
"net.sourceforge.jvlt.ui.dialogs.ErrorLogDialog.TextAreaAppender","1,00",2
"net.sourceforge.jvlt.ui.dialogs.ExpirationTimePanel","1,50",15
"net.sourceforge.jvlt.ui.dialogs.ExpirationTimePanel.ActionHandler","1,00",2
"net.sourceforge.jvlt.ui.dialogs.FileTypeDialogData","2,67",16
"net.sourceforge.jvlt.ui.dialogs.FileTypePanel","3,00",21
"net.sourceforge.jvlt.ui.dialogs.FontChooser","2,14",15
"net.sourceforge.jvlt.ui.dialogs.InputList","1,60",8
"net.sourceforge.jvlt.ui.dialogs.InvalidDataException","1,00",1
"net.sourceforge.jvlt.ui.dialogs.MessageDialog","1,81",29
"net.sourceforge.jvlt.ui.dialogs.MultimediaFileMetaData","1,20",6
"net.sourceforge.jvlt.ui.dialogs.PrintPreviewDialog","1,80",9
"net.sourceforge.jvlt.ui.dialogs.PropertiesDialogData","1,67",5
"net.sourceforge.jvlt.ui.dialogs.ResetStatsDialogData","1,25",5
"net.sourceforge.jvlt.ui.dialogs.ResetStatsDialogData.ActionHandler","1,00",1
"net.sourceforge.jvlt.ui.dialogs.SettingsDialogData","4,20",21
"net.sourceforge.jvlt.ui.dialogs.SettingsDialogData.FontKey","1,00",2
"net.sourceforge.jvlt.ui.io.AttributeTable","1,33",4
"net.sourceforge.jvlt.ui.io.AttributeTable.AttributeTableModel","2,43",34
"net.sourceforge.jvlt.ui.io.CSVExportPanel","1,00",3
"net.sourceforge.jvlt.ui.io.CSVImportPanel","1,73",26
"net.sourceforge.jvlt.ui.io.CSVImportPanel.ActionHandler","2,00",2
"net.sourceforge.jvlt.ui.io.CSVImportPanel.ChangeHandler","1,00",1
"net.sourceforge.jvlt.ui.io.CSVImportPanel.PreviewTableModel","2,43",17
"net.sourceforge.jvlt.ui.io.CSVImportPanel.TableModelHandler","1,00",1
"net.sourceforge.jvlt.ui.io.CSVPanel","1,60",8
"net.sourceforge.jvlt.ui.io.CSVPanel.FieldDelimiter","1,00",3
"net.sourceforge.jvlt.ui.io.ExportDialog","1,00",2
"net.sourceforge.jvlt.ui.io.ExportSuccessDescriptor","1,00",3
"net.sourceforge.jvlt.ui.io.ExportWizardModel","3,67",22
"net.sourceforge.jvlt.ui.io.FinishExportDescriptor","1,30",13
"net.sourceforge.jvlt.ui.io.FinishExportDescriptor.ActionHandler","8,00",8
"net.sourceforge.jvlt.ui.io.HTMLExportPanel","1,00",3
"net.sourceforge.jvlt.ui.io.ImportDialog","1,00",2
"net.sourceforge.jvlt.ui.io.ImportResultsDescriptor","1,00",9
"net.sourceforge.jvlt.ui.io.ImportSuccessDescriptor","1,00",3
"net.sourceforge.jvlt.ui.io.ImportWizardModel","3,00",21
"net.sourceforge.jvlt.ui.io.SpinnerEditor","1,00",3
"net.sourceforge.jvlt.ui.io.StartExportDescriptor","1,36",15
"net.sourceforge.jvlt.ui.io.StartExportDescriptor.ActionHandler","2,00",2
"net.sourceforge.jvlt.ui.io.StartExportDescriptor.DialogHandler","3,00",3
"net.sourceforge.jvlt.ui.io.StartImportDescriptor","2,50",15
"net.sourceforge.jvlt.ui.io.StartImportDescriptor.ActionHandler","6,00",6
"net.sourceforge.jvlt.ui.quiz.EntryAnswerDescriptor","1,00",6
"net.sourceforge.jvlt.ui.quiz.EntryDescriptor","2,22",20
"net.sourceforge.jvlt.ui.quiz.EntryInputAnswerDescriptor","1,75",7
"net.sourceforge.jvlt.ui.quiz.EntryInputDescriptor","1,80",18
"net.sourceforge.jvlt.ui.quiz.EntryNullDescriptor","1,00",3
"net.sourceforge.jvlt.ui.quiz.EntryQuestionDescriptor","1,50",6
"net.sourceforge.jvlt.ui.quiz.FlagPanel","1,00",3
"net.sourceforge.jvlt.ui.quiz.QuizDialogData","2,43",17
"net.sourceforge.jvlt.ui.quiz.QuizDialogData.QuizListPanel","1,25",5
"net.sourceforge.jvlt.ui.quiz.QuizModel","8,71",122
"net.sourceforge.jvlt.ui.quiz.QuizModel.DictUpdateHandler","6,00",6
"net.sourceforge.jvlt.ui.quiz.QuizOptionsDialogData","2,00",6
"net.sourceforge.jvlt.ui.quiz.QuizOptionsDialogData.ActionHandler","4,00",4
"net.sourceforge.jvlt.ui.quiz.QuizPanel","1,00",2
"net.sourceforge.jvlt.ui.quiz.RepeatDescriptor","1,00",2
"net.sourceforge.jvlt.ui.quiz.ResultDescriptor","1,42",17
"net.sourceforge.jvlt.ui.quiz.ResultEntryTable","1,75",14
"net.sourceforge.jvlt.ui.quiz.ResultEntryTable.Model","2,36",26
"net.sourceforge.jvlt.ui.quiz.StatsDescriptor","4,00",60
"net.sourceforge.jvlt.ui.quiz.StatsDescriptor.ActionHandler","1,00",1
"net.sourceforge.jvlt.ui.quiz.YesNoDescriptor","1,14",8
"net.sourceforge.jvlt.ui.quiz.YesNoPanel","2,12",17
"net.sourceforge.jvlt.ui.table.ColumnSelectionDialogData","1,00",5
"net.sourceforge.jvlt.ui.table.CustomFontCellRenderer","1,33",4
"net.sourceforge.jvlt.ui.table.PercentCellRenderer","1,00",1
"net.sourceforge.jvlt.ui.table.SortableTable","2,54",33
"net.sourceforge.jvlt.ui.table.SortableTable.HeaderRenderer","1,50",3
"net.sourceforge.jvlt.ui.table.SortableTable.MouseHandler","2,29",16
"net.sourceforge.jvlt.ui.table.SortableTableModel","1,59",54
"net.sourceforge.jvlt.ui.table.SortableTableModel.Directive","1,00",6
"net.sourceforge.jvlt.ui.table.SortableTableModel.Row","4,00",12
"net.sourceforge.jvlt.ui.table.SortableTableModel.SortOrder","1,50",6
"net.sourceforge.jvlt.ui.utils.CustomAction","1,20",6
"net.sourceforge.jvlt.ui.utils.CustomConstraints","1,00",5
"net.sourceforge.jvlt.ui.utils.FontInfo","1,17",7
"net.sourceforge.jvlt.ui.utils.GUIUtils","1,73",19
"net.sourceforge.jvlt.ui.utils.LineBreaker","5,25",21
"net.sourceforge.jvlt.ui.utils.LineBreaker.Result","1,17",7
"net.sourceforge.jvlt.ui.utils.TablePrinter","3,08",40
"net.sourceforge.jvlt.ui.utils.TablePrinter.ColumnInfo",n/a,0
"net.sourceforge.jvlt.ui.utils.XSLUtils","1,90",19
"net.sourceforge.jvlt.ui.vocabulary.ChoiceListInputComponent","1,00",5
"net.sourceforge.jvlt.ui.vocabulary.DateInputComponent","1,00",4
"net.sourceforge.jvlt.ui.vocabulary.DictEntryTree","2,29",48
"net.sourceforge.jvlt.ui.vocabulary.DictEntryTree.TreeCellRenderer","5,00",5
"net.sourceforge.jvlt.ui.vocabulary.EmptyInputComponent","1,00",4
"net.sourceforge.jvlt.ui.vocabulary.EntryClassInputComponent","2,00",4
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel","1,73",19
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel.ActionHandler","10,00",10
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel.BasicEntryFilter","2,00",6
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel.CustomFieldFilter","1,00",3
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel.DialogHandler","4,00",4
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel.FilterMode","1,00",2
"net.sourceforge.jvlt.ui.vocabulary.EntryInfoPanel","3,30",33
"net.sourceforge.jvlt.ui.vocabulary.EntryInfoPanel.Mode",n/a,0
"net.sourceforge.jvlt.ui.vocabulary.EntryList","2,00",8
"net.sourceforge.jvlt.ui.vocabulary.EntryPanel","3,20",64
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryDialog","2,08",25
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryDialog.ComponentReplacementHandler","3,00",3
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryDialog.DictUpdateHandler","3,00",3
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryDialog.FilterMapEditorPanel","1,33",4
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryDialog.PropertyChangeHandler","2,00",2
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryRow","3,83",46
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData","3,18",35
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.PropertyChangeHandler","2,00",2
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.State","1,00",18
"net.sourceforge.jvlt.ui.vocabulary.ExampleDialogData","3,40",51
"net.sourceforge.jvlt.ui.vocabulary.ExampleDocument","6,75",27
"net.sourceforge.jvlt.ui.vocabulary.ExampleFilter","2,00",10
"net.sourceforge.jvlt.ui.vocabulary.ExampleInfoPanel","3,40",17
"net.sourceforge.jvlt.ui.vocabulary.ExampleList","1,33",4
"net.sourceforge.jvlt.ui.vocabulary.ExamplePanel","3,25",52
"net.sourceforge.jvlt.ui.vocabulary.ExampleSenseTable","2,67",8
"net.sourceforge.jvlt.ui.vocabulary.ExampleSenseTable.TextFragmentMetaData","1,00",2
"net.sourceforge.jvlt.ui.vocabulary.ExampleSenseTable.TextFragmentMetaData.OriginalAttribute","1,00",2
"net.sourceforge.jvlt.ui.vocabulary.ExampleSenseTable.TextFragmentMetaData.PronunciationAttribute","1,00",2
"net.sourceforge.jvlt.ui.vocabulary.ExampleSenseTable.TextFragmentMetaData.SenseAttribute","1,00",2
"net.sourceforge.jvlt.ui.vocabulary.ExampleTextField","1,25",5
"net.sourceforge.jvlt.ui.vocabulary.Filter","1,00",4
"net.sourceforge.jvlt.ui.vocabulary.InfoPanel","1,17",7
"net.sourceforge.jvlt.ui.vocabulary.NumberInputComponent","1,25",5
"net.sourceforge.jvlt.ui.vocabulary.SimpleEntryQueryDialog","1,00",1
"net.sourceforge.jvlt.ui.vocabulary.StringListInput","1,00",5
"net.sourceforge.jvlt.ui.vocabulary.StringListInput.StringListDialog","1,00",2
"net.sourceforge.jvlt.ui.vocabulary.UserFlagsInputComponent","2,00",6
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog","1,57",22
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.MeaningsArea","1,86",26
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.TextFieldArea","1,73",19
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AddEntryDialog","1,50",9
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AddEntryDialog.DialogHandler","4,00",4
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AddSenseDialogData","1,50",3
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AdvancedEntryDialogData","6,20",31
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.ArrayAttributeInput","1,00",4
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.ChoiceAttributeInput","1,50",6
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.CustomFieldPanel","1,73",26
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.CustomFieldPanel.CustomFieldCellEditor","1,33",4
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.CustomFieldPanel.CustomFieldCellRenderer","2,00",2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.CustomFieldPanel.CustomFieldTableModel","2,11",19
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.EditEntryDialog","1,50",3
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.EditEntryDialog.DialogHandler","5,00",5
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.EditSenseDialogData","2,00",4
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.EntryAttributeSchemaPanel","2,50",15
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.EntryClassPanel","2,43",17
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.FileSelectionPanel","1,30",13
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.FileSelectionPanel.ActionHandler","15,00",15
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.FileSelectionPanel.ChangeHandler","1,00",1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.FileSelectionPanel.ListSelectionHandler","2,00",2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.FlagSelectionPanel","3,33",10
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.SchemaAttributeInput","1,00",1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.SenseDialogData","2,00",8
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.SimpleAttributeInput","1,67",5
"net.sourceforge.jvlt.ui.wizard.DialogWizardModel","1,20",6
"net.sourceforge.jvlt.ui.wizard.Wizard","1,42",17
"net.sourceforge.jvlt.ui.wizard.WizardModel","1,00",10
"net.sourceforge.jvlt.ui.wizard.WizardModel.InvalidInputException","1,00",1
"net.sourceforge.jvlt.ui.wizard.WizardPanelDescriptor","1,00",4
"net.sourceforge.jvlt.utils.AttributeResources","2,00",6
"net.sourceforge.jvlt.utils.ChoiceFormatter","1,00",4
"net.sourceforge.jvlt.utils.CollatingEntryComparator","1,00",2
"net.sourceforge.jvlt.utils.CustomCollator","2,00",4
"net.sourceforge.jvlt.utils.DefaultComparator","3,00",6
"net.sourceforge.jvlt.utils.DetailedException","1,00",4
"net.sourceforge.jvlt.utils.DictObjectFormatter","2,00",4
"net.sourceforge.jvlt.utils.ExampleBuilder","3,50",21
"net.sourceforge.jvlt.utils.FileUtils","2,00",10
"net.sourceforge.jvlt.utils.I18nService","1,25",5
"net.sourceforge.jvlt.utils.ItemContainer","1,64",23
"net.sourceforge.jvlt.utils.PropertyMap","1,57",11
"net.sourceforge.jvlt.utils.SimpleFileFilter","1,60",8
"net.sourceforge.jvlt.utils.SimpleHTMLParser","4,20",21
"net.sourceforge.jvlt.utils.UIConfig","1,76",51
"net.sourceforge.jvlt.utils.Utils","2,81",45
"net.sourceforge.jvlt.utils.XMLUtils","1,00",3
"net.sourceforge.jvlt.utils.XSLTransformer","1,00",6

